"STATION","NAME","DATE","DAPR","MDPR","PRCP","SNOW","SNWD","TMAX","TMIN","TOBS"
"USC00040343","ASH MOUNTAIN, CA US","1927-01-01",,,"0.00",,,"75","38","47"
"USC00040343","ASH MOUNTAIN, CA US","1927-01-02",,,"0.00",,,"68","40","49"
"USC00040343","ASH MOUNTAIN, CA US","1927-01-03",,,"0.00",,,"70","41","49"
"USC00040343","ASH MOUNTAIN, CA US","1927-01-04",,,"0.00",,,"74","42","64"
"USC00040343","ASH MOUNTAIN, CA US","1927-01-05",,,"0.00",,,"76","51","54"
"USC00040343","ASH MOUNTAIN, CA US","1927-01-06",,,"0.76",,,"58","40","43"
"USC00040343","ASH MOUNTAIN, CA US","1927-01-07",,,"0.00",,,"57","32","45"
"USC00040343","ASH MOUNTAIN, CA US","1927-01-08",,,"0.00",,,"66","35","46"
"USC00040343","ASH MOUNTAIN, CA US","1927-01-09",,,"0.00",,,"68","38","50"
"USC00040343","ASH MOUNTAIN, CA US","1927-01-10",,,"0.45",,,"55","45","48"
"USC00040343","ASH MOUNTAIN, CA US","1927-01-11",,,"0.05",,,"53","40","43"
"USC00040343","ASH MOUNTAIN, CA US","1927-01-12",,,"0.00",,,"56","41","45"
"USC00040343","ASH MOUNTAIN, CA US","1927-01-13",,,"0.00",,,"64","36","49"
"USC00040343","ASH MOUNTAIN, CA US","1927-01-14",,,"0.00",,,"65","40","55"
"USC00040343","ASH MOUNTAIN, CA US","1927-01-15",,,"0.00",,,"64","43","48"
"USC00040343","ASH MOUNTAIN, CA US","1927-01-16",,,"0.05",,,"55","42","46"
"USC00040343","ASH MOUNTAIN, CA US","1927-01-17",,,"0.00",,,"57","35","43"
"USC00040343","ASH MOUNTAIN, CA US","1927-01-18",,,"0.00",,,"52","31","41"
"USC00040343","ASH MOUNTAIN, CA US","1927-01-19",,,"0.12",,,"52","39","42"
"USC00040343","ASH MOUNTAIN, CA US","1927-01-20",,,"1.05",,,"50","41","42"
"USC00040343","ASH MOUNTAIN, CA US","1927-01-21",,,"0.09",,,"51","41","44"
"USC00040343","ASH MOUNTAIN, CA US","1927-01-22",,,"0.00",,,"54","32","42"
"USC00040343","ASH MOUNTAIN, CA US","1927-01-23",,,"0.00",,,"55","31","40"
"USC00040343","ASH MOUNTAIN, CA US","1927-01-24",,,"0.00",,,"54","32","41"
"USC00040343","ASH MOUNTAIN, CA US","1927-01-25",,,"0.00",,,"53","31","41"
"USC00040343","ASH MOUNTAIN, CA US","1927-01-26",,,"0.00",,,"62","40","49"
"USC00040343","ASH MOUNTAIN, CA US","1927-01-27",,,"0.70",,,"55","32","46"
"USC00040343","ASH MOUNTAIN, CA US","1927-01-28",,,"0.00",,,"52","35","42"
"USC00040343","ASH MOUNTAIN, CA US","1927-01-29",,,"0.00",,,"54","38","47"
"USC00040343","ASH MOUNTAIN, CA US","1927-01-30",,,"0.00",,,"56","36","42"
"USC00040343","ASH MOUNTAIN, CA US","1927-01-31",,,"0.00",,,"59","33","44"
"USC00040343","ASH MOUNTAIN, CA US","1927-02-01",,,"0.00",,,"64","36","51"
"USC00040343","ASH MOUNTAIN, CA US","1927-02-02",,,"0.07",,,"62","47","48"
"USC00040343","ASH MOUNTAIN, CA US","1927-02-03",,,"0.00",,,"62","43","54"
"USC00040343","ASH MOUNTAIN, CA US","1927-02-04",,,"1.56",,,"61","43","47"
"USC00040343","ASH MOUNTAIN, CA US","1927-02-05",,,"0.00",,,"57","40","47"
"USC00040343","ASH MOUNTAIN, CA US","1927-02-06",,,"0.00",,,"59","38","51"
"USC00040343","ASH MOUNTAIN, CA US","1927-02-07",,,"0.00",,,"58","38","51"
"USC00040343","ASH MOUNTAIN, CA US","1927-02-08",,,"0.00",,,"59","35","50"
"USC00040343","ASH MOUNTAIN, CA US","1927-02-09",,,"0.00",,,"57","35","45"
"USC00040343","ASH MOUNTAIN, CA US","1927-02-10",,,"0.00",,,"60","31","46"
"USC00040343","ASH MOUNTAIN, CA US","1927-02-11",,,"0.00",,,"52","34","42"
"USC00040343","ASH MOUNTAIN, CA US","1927-02-12",,,"0.00",,,"55","36","45"
"USC00040343","ASH MOUNTAIN, CA US","1927-02-13",,,"0.15",,,"55","46","45"
"USC00040343","ASH MOUNTAIN, CA US","1927-02-14",,,"1.43",,,"49","44","45"
"USC00040343","ASH MOUNTAIN, CA US","1927-02-15",,,"0.96",,,"57","42","55"
"USC00040343","ASH MOUNTAIN, CA US","1927-02-16",,,"1.31",,,"66","45","49"
"USC00040343","ASH MOUNTAIN, CA US","1927-02-17",,,"0.43",,,"61","40","47"
"USC00040343","ASH MOUNTAIN, CA US","1927-02-18",,,"1.67",,,"62","42","48"
"USC00040343","ASH MOUNTAIN, CA US","1927-02-19",,,"0.00",,,"59","41","51"
"USC00040343","ASH MOUNTAIN, CA US","1927-02-20",,,"0.00",,,"62","41","51"
"USC00040343","ASH MOUNTAIN, CA US","1927-02-21",,,"0.41",,,"58","49","52"
"USC00040343","ASH MOUNTAIN, CA US","1927-02-22",,,"0.07",,,"55","46","50"
"USC00040343","ASH MOUNTAIN, CA US","1927-02-23",,,"0.11",,,"60","46","55"
"USC00040343","ASH MOUNTAIN, CA US","1927-02-24",,,"0.18",,,"69","49","61"
"USC00040343","ASH MOUNTAIN, CA US","1927-02-25",,,"0.00",,,"70","49","62"
"USC00040343","ASH MOUNTAIN, CA US","1927-02-26",,,"0.03",,,"65","53","56"
"USC00040343","ASH MOUNTAIN, CA US","1927-02-27",,,"0.00",,,"51","40","51"
"USC00040343","ASH MOUNTAIN, CA US","1927-02-28",,,"0.00",,,"64","38","55"
"USC00040343","ASH MOUNTAIN, CA US","1927-03-01",,,"0.00",,,"70","38","56"
"USC00040343","ASH MOUNTAIN, CA US","1927-03-02",,,"0.00",,,"68","42","56"
"USC00040343","ASH MOUNTAIN, CA US","1927-03-03",,,"0.51",,,"67","40","42"
"USC00040343","ASH MOUNTAIN, CA US","1927-03-04",,,"0.31",,,"59","41","45"
"USC00040343","ASH MOUNTAIN, CA US","1927-03-05",,,"0.12",,,"66","40","50"
"USC00040343","ASH MOUNTAIN, CA US","1927-03-06",,,"0.00",,,"62","38","52"
"USC00040343","ASH MOUNTAIN, CA US","1927-03-07",,,"0.00",,,"65","41","67"
"USC00040343","ASH MOUNTAIN, CA US","1927-03-08",,,"0.30",,,"60","48","50"
"USC00040343","ASH MOUNTAIN, CA US","1927-03-09",,,"0.41",,,"52","37","41"
"USC00040343","ASH MOUNTAIN, CA US","1927-03-10",,,"0.07",,,"53","33","45"
"USC00040343","ASH MOUNTAIN, CA US","1927-03-11",,,"0.00",,,"57","35","49"
"USC00040343","ASH MOUNTAIN, CA US","1927-03-12",,,"0.00",,,"66","38","54"
"USC00040343","ASH MOUNTAIN, CA US","1927-03-13",,,"0.00",,,"72","43","57"
"USC00040343","ASH MOUNTAIN, CA US","1927-03-14",,,"0.41",,,"65","43","46"
"USC00040343","ASH MOUNTAIN, CA US","1927-03-15",,,"0.00",,,"49","31","44"
"USC00040343","ASH MOUNTAIN, CA US","1927-03-16",,,"0.00",,,"55","40","49"
"USC00040343","ASH MOUNTAIN, CA US","1927-03-17",,,"0.00",,,"58","39","50"
"USC00040343","ASH MOUNTAIN, CA US","1927-03-18",,,"0.08",,,"53","42","44"
"USC00040343","ASH MOUNTAIN, CA US","1927-03-19",,,"0.00",,,"60","33","49"
"USC00040343","ASH MOUNTAIN, CA US","1927-03-20",,,"0.00",,,"65","37","52"
"USC00040343","ASH MOUNTAIN, CA US","1927-03-21",,,"0.00",,,"70","41","56"
"USC00040343","ASH MOUNTAIN, CA US","1927-03-22",,,"0.00",,,"72","47","58"
"USC00040343","ASH MOUNTAIN, CA US","1927-03-23",,,"0.00",,,"77","46","63"
"USC00040343","ASH MOUNTAIN, CA US","1927-03-24",,,"0.00",,,"75","47","66"
"USC00040343","ASH MOUNTAIN, CA US","1927-03-25",,,"0.00",,,"72","52","62"
"USC00040343","ASH MOUNTAIN, CA US","1927-03-26",,,"0.00",,,"66","46","59"
"USC00040343","ASH MOUNTAIN, CA US","1927-03-27",,,"0.00",,,"62","44","49"
"USC00040343","ASH MOUNTAIN, CA US","1927-03-28",,,"0.00",,,"64","46","48"
"USC00040343","ASH MOUNTAIN, CA US","1927-03-29",,,"0.12",,,"63","40","50"
"USC00040343","ASH MOUNTAIN, CA US","1927-03-30",,,"0.70",,,"54","40","47"
"USC00040343","ASH MOUNTAIN, CA US","1927-03-31",,,"0.03",,,"54","41","50"
"USC00040343","ASH MOUNTAIN, CA US","1927-04-01",,,"0.36",,,"58","40","49"
"USC00040343","ASH MOUNTAIN, CA US","1927-04-02",,,"0.33",,,"70","48","55"
"USC00040343","ASH MOUNTAIN, CA US","1927-04-03",,,"1.19",,,"67","49","54"
"USC00040343","ASH MOUNTAIN, CA US","1927-04-04",,,"0.00",,,"62","41","56"
"USC00040343","ASH MOUNTAIN, CA US","1927-04-05",,,"0.00",,,"66","44","61"
"USC00040343","ASH MOUNTAIN, CA US","1927-04-06",,,"0.00",,,"67","46","57"
"USC00040343","ASH MOUNTAIN, CA US","1927-04-07",,,"0.00",,,"67","44","58"
"USC00040343","ASH MOUNTAIN, CA US","1927-04-08",,,"0.04",,,"59","44","46"
"USC00040343","ASH MOUNTAIN, CA US","1927-04-09",,,"0.35",,,"54","35","44"
"USC00040343","ASH MOUNTAIN, CA US","1927-04-10",,,"0.24",,,"55","34","41"
"USC00040343","ASH MOUNTAIN, CA US","1927-04-11",,,"0.11",,,"53","36","46"
"USC00040343","ASH MOUNTAIN, CA US","1927-04-12",,,"0.17",,,"52","35","48"
"USC00040343","ASH MOUNTAIN, CA US","1927-04-13",,,"0.00",,,"63","38","57"
"USC00040343","ASH MOUNTAIN, CA US","1927-04-14",,,"0.00",,,"59","43","60"
"USC00040343","ASH MOUNTAIN, CA US","1927-04-15",,,"0.00",,,"66","48","51"
"USC00040343","ASH MOUNTAIN, CA US","1927-04-16",,,"0.00",,,"53","39","54"
"USC00040343","ASH MOUNTAIN, CA US","1927-04-17",,,"0.00",,,"63","33","56"
"USC00040343","ASH MOUNTAIN, CA US","1927-04-18",,,"0.00",,,"69","40","58"
"USC00040343","ASH MOUNTAIN, CA US","1927-04-19",,,"0.00",,,"69","45","62"
"USC00040343","ASH MOUNTAIN, CA US","1927-04-20",,,"0.00",,,"76","46","60"
"USC00040343","ASH MOUNTAIN, CA US","1927-04-21",,,"0.00",,,"83","49","71"
"USC00040343","ASH MOUNTAIN, CA US","1927-04-22",,,"0.00",,,"83","50","69"
"USC00040343","ASH MOUNTAIN, CA US","1927-04-23",,,"0.00",,,"84","55","71"
"USC00040343","ASH MOUNTAIN, CA US","1927-04-24",,,"0.00",,,"87","55","75"
"USC00040343","ASH MOUNTAIN, CA US","1927-04-25",,,"0.00",,,"83","59","72"
"USC00040343","ASH MOUNTAIN, CA US","1927-04-26",,,"0.00",,,"87","62","74"
"USC00040343","ASH MOUNTAIN, CA US","1927-04-27",,,"0.00",,,"76","51","65"
"USC00040343","ASH MOUNTAIN, CA US","1927-04-28",,,"0.00",,,"79","50","67"
"USC00040343","ASH MOUNTAIN, CA US","1927-04-29",,,"0.00",,,"80","65","68"
"USC00040343","ASH MOUNTAIN, CA US","1927-04-30",,,"0.00",,,"72","52","68"
"USC00040343","ASH MOUNTAIN, CA US","1927-05-01",,,"0.00",,,"73","47","68"
"USC00040343","ASH MOUNTAIN, CA US","1927-05-02",,,"0.00",,,"76","47","61"
"USC00040343","ASH MOUNTAIN, CA US","1927-05-03",,,"0.00",,,"80","46","75"
"USC00040343","ASH MOUNTAIN, CA US","1927-05-04",,,"0.00",,,"80","47","67"
"USC00040343","ASH MOUNTAIN, CA US","1927-05-05",,,"0.00",,,"78","48","68"
"USC00040343","ASH MOUNTAIN, CA US","1927-05-06",,,"0.10",,,"68","44","51"
"USC00040343","ASH MOUNTAIN, CA US","1927-05-07",,,"1.27",,,"67","44","51"
"USC00040343","ASH MOUNTAIN, CA US","1927-05-08",,,"0.05",,,"59","45","54"
"USC00040343","ASH MOUNTAIN, CA US","1927-05-09",,,"0.00",,,"72","47","62"
"USC00040343","ASH MOUNTAIN, CA US","1927-05-10",,,"0.00",,,"77","53","62"
"USC00040343","ASH MOUNTAIN, CA US","1927-05-11",,,"0.00",,,"77","50","65"
"USC00040343","ASH MOUNTAIN, CA US","1927-05-12",,,"0.00",,,"87","51","71"
"USC00040343","ASH MOUNTAIN, CA US","1927-05-13",,,"0.00",,,"97","57","83"
"USC00040343","ASH MOUNTAIN, CA US","1927-05-14",,,"0.00",,,"96","69","78"
"USC00040343","ASH MOUNTAIN, CA US","1927-05-15",,,"0.00",,,"99","66","77"
"USC00040343","ASH MOUNTAIN, CA US","1927-05-16",,,"0.00",,,"96","66","77"
"USC00040343","ASH MOUNTAIN, CA US","1927-05-17",,,"0.00",,,"82","50","65"
"USC00040343","ASH MOUNTAIN, CA US","1927-05-18",,,"0.00",,,"82","50","70"
"USC00040343","ASH MOUNTAIN, CA US","1927-05-19",,,"0.00",,,"71","41","60"
"USC00040343","ASH MOUNTAIN, CA US","1927-05-20",,,"0.00",,,"63","44","52"
"USC00040343","ASH MOUNTAIN, CA US","1927-05-21",,,"0.00",,,"69","37","54"
"USC00040343","ASH MOUNTAIN, CA US","1927-05-22",,,"0.00",,,"76","49","61"
"USC00040343","ASH MOUNTAIN, CA US","1927-05-23",,,"0.00",,,"84","53","68"
"USC00040343","ASH MOUNTAIN, CA US","1927-05-24",,,"0.00",,,"91","56","74"
"USC00040343","ASH MOUNTAIN, CA US","1927-05-25",,,"0.00",,,"93","63","76"
"USC00040343","ASH MOUNTAIN, CA US","1927-05-26",,,"0.00",,,"78","49","65"
"USC00040343","ASH MOUNTAIN, CA US","1927-05-27",,,"0.00",,,"73","47","65"
"USC00040343","ASH MOUNTAIN, CA US","1927-05-28",,,"0.04",,,"70","46","59"
"USC00040343","ASH MOUNTAIN, CA US","1927-05-29",,,"0.00",,,"76","43","68"
"USC00040343","ASH MOUNTAIN, CA US","1927-05-30",,,"0.00",,,"78","49","65"
"USC00040343","ASH MOUNTAIN, CA US","1927-05-31",,,"0.00",,,"81","50","65"
"USC00040343","ASH MOUNTAIN, CA US","1927-06-01",,,"0.00","0.0",,"72","54","65"
"USC00040343","ASH MOUNTAIN, CA US","1927-06-02",,,"0.00","0.0",,"82","52","68"
"USC00040343","ASH MOUNTAIN, CA US","1927-06-03",,,"0.00","0.0",,"87","61","74"
"USC00040343","ASH MOUNTAIN, CA US","1927-06-04",,,"0.00","0.0",,"89","62","70"
"USC00040343","ASH MOUNTAIN, CA US","1927-06-05",,,"0.00","0.0",,"81","65","75"
"USC00040343","ASH MOUNTAIN, CA US","1927-06-06",,,"0.00","0.0",,"93","63","77"
"USC00040343","ASH MOUNTAIN, CA US","1927-06-07",,,"0.00","0.0",,"90","62","65"
"USC00040343","ASH MOUNTAIN, CA US","1927-06-08",,,"0.00","0.0",,"78","50","69"
"USC00040343","ASH MOUNTAIN, CA US","1927-06-09",,,"0.00","0.0",,"77","58","63"
"USC00040343","ASH MOUNTAIN, CA US","1927-06-10",,,"0.00","0.0",,"85","52","73"
"USC00040343","ASH MOUNTAIN, CA US","1927-06-11",,,"0.00","0.0",,"80","57","77"
"USC00040343","ASH MOUNTAIN, CA US","1927-06-12",,,"0.00","0.0",,"90","61","78"
"USC00040343","ASH MOUNTAIN, CA US","1927-06-13",,,"0.00","0.0",,"94","64","81"
"USC00040343","ASH MOUNTAIN, CA US","1927-06-14",,,"0.00","0.0",,"97","70","79"
"USC00040343","ASH MOUNTAIN, CA US","1927-06-15",,,"0.00","0.0",,"100","72","83"
"USC00040343","ASH MOUNTAIN, CA US","1927-06-16",,,"0.00","0.0",,"100","74","81"
"USC00040343","ASH MOUNTAIN, CA US","1927-06-17",,,"0.00","0.0",,"95","64","77"
"USC00040343","ASH MOUNTAIN, CA US","1927-06-18",,,"0.00","0.0",,"94","64","79"
"USC00040343","ASH MOUNTAIN, CA US","1927-06-19",,,"0.00","0.0",,"94","64","76"
"USC00040343","ASH MOUNTAIN, CA US","1927-06-20",,,"0.00","0.0",,"92","63","80"
"USC00040343","ASH MOUNTAIN, CA US","1927-06-21",,,"0.00","0.0",,"95","64","75"
"USC00040343","ASH MOUNTAIN, CA US","1927-06-22",,,"0.00","0.0",,"96","67","78"
"USC00040343","ASH MOUNTAIN, CA US","1927-06-23",,,"0.00","0.0",,"96","66","78"
"USC00040343","ASH MOUNTAIN, CA US","1927-06-24",,,"0.00","0.0",,"98","60","79"
"USC00040343","ASH MOUNTAIN, CA US","1927-06-25",,,"0.00","0.0",,"96","64","77"
"USC00040343","ASH MOUNTAIN, CA US","1927-06-26",,,"0.00","0.0",,"83","59","71"
"USC00040343","ASH MOUNTAIN, CA US","1927-06-27",,,"0.00","0.0",,"88","47","63"
"USC00040343","ASH MOUNTAIN, CA US","1927-06-28",,,"0.00","0.0",,"89","54","74"
"USC00040343","ASH MOUNTAIN, CA US","1927-06-29",,,"0.00","0.0",,"90","62","75"
"USC00040343","ASH MOUNTAIN, CA US","1927-06-30",,,"0.00","0.0",,"100","64","82"
"USC00040343","ASH MOUNTAIN, CA US","1927-07-01",,,"0.00",,,"103","71","91"
"USC00040343","ASH MOUNTAIN, CA US","1927-07-02",,,"0.00",,,"95","66","84"
"USC00040343","ASH MOUNTAIN, CA US","1927-07-03",,,"0.00",,,"93","68","83"
"USC00040343","ASH MOUNTAIN, CA US","1927-07-04",,,"0.00",,,"91","61","76"
"USC00040343","ASH MOUNTAIN, CA US","1927-07-05",,,"0.00",,,"95","63","82"
"USC00040343","ASH MOUNTAIN, CA US","1927-07-06",,,"0.00",,,"95","66","84"
"USC00040343","ASH MOUNTAIN, CA US","1927-07-07",,,"0.00",,,"96","61","79"
"USC00040343","ASH MOUNTAIN, CA US","1927-07-08",,,"0.00",,,"95","64","75"
"USC00040343","ASH MOUNTAIN, CA US","1927-07-09",,,"0.00",,,"98","61","80"
"USC00040343","ASH MOUNTAIN, CA US","1927-07-10",,,"0.00",,,"101","69","85"
"USC00040343","ASH MOUNTAIN, CA US","1927-07-11",,,"0.00",,,"102","71","83"
"USC00040343","ASH MOUNTAIN, CA US","1927-07-12",,,"0.00",,,"102","71","97"
"USC00040343","ASH MOUNTAIN, CA US","1927-07-13",,,"0.00",,,"104","73","97"
"USC00040343","ASH MOUNTAIN, CA US","1927-07-14",,,"0.00",,,"102","73","86"
"USC00040343","ASH MOUNTAIN, CA US","1927-07-15",,,"0.00",,,"97","70","84"
"USC00040343","ASH MOUNTAIN, CA US","1927-07-16",,,"0.00",,,"97","68","82"
"USC00040343","ASH MOUNTAIN, CA US","1927-07-17",,,"0.00",,,"101","70","85"
"USC00040343","ASH MOUNTAIN, CA US","1927-07-18",,,"0.00",,,"103","71","87"
"USC00040343","ASH MOUNTAIN, CA US","1927-07-19",,,"0.00",,,"103","73","85"
"USC00040343","ASH MOUNTAIN, CA US","1927-07-20",,,"0.00",,,"101","71","86"
"USC00040343","ASH MOUNTAIN, CA US","1927-07-21",,,"0.00",,,"102","73","68"
"USC00040343","ASH MOUNTAIN, CA US","1927-07-22",,,"0.00",,,"105","74","88"
"USC00040343","ASH MOUNTAIN, CA US","1927-07-23",,,"0.00",,,"103","78","89"
"USC00040343","ASH MOUNTAIN, CA US","1927-07-24",,,"0.00",,,"102","72","88"
"USC00040343","ASH MOUNTAIN, CA US","1927-07-25",,,"0.00",,,"102","69","88"
"USC00040343","ASH MOUNTAIN, CA US","1927-07-26",,,"0.00",,,"101","71","89"
"USC00040343","ASH MOUNTAIN, CA US","1927-07-27",,,"0.00",,,"99","72","95"
"USC00040343","ASH MOUNTAIN, CA US","1927-07-28",,,"0.00",,,"101","73","95"
"USC00040343","ASH MOUNTAIN, CA US","1927-07-29",,,"0.00",,,"98","72","82"
"USC00040343","ASH MOUNTAIN, CA US","1927-07-30",,,"0.00",,,"95","64","85"
"USC00040343","ASH MOUNTAIN, CA US","1927-07-31",,,"0.00",,,"96","71","89"
"USC00040343","ASH MOUNTAIN, CA US","1927-08-01",,,"0.00","0.0",,"93","66","85"
"USC00040343","ASH MOUNTAIN, CA US","1927-08-02",,,"0.00","0.0",,"93","68","75"
"USC00040343","ASH MOUNTAIN, CA US","1927-08-03",,,"0.00","0.0",,"95","67","82"
"USC00040343","ASH MOUNTAIN, CA US","1927-08-04",,,"0.00","0.0",,"101","72","81"
"USC00040343","ASH MOUNTAIN, CA US","1927-08-05",,,"0.00","0.0",,"99","72","86"
"USC00040343","ASH MOUNTAIN, CA US","1927-08-06",,,"0.00","0.0",,"99","71","88"
"USC00040343","ASH MOUNTAIN, CA US","1927-08-07",,,"0.00","0.0",,"103","77","94"
"USC00040343","ASH MOUNTAIN, CA US","1927-08-08",,,"0.00","0.0",,"103","73","91"
"USC00040343","ASH MOUNTAIN, CA US","1927-08-09",,,"0.00","0.0",,"99","70","90"
"USC00040343","ASH MOUNTAIN, CA US","1927-08-10",,,"0.00","0.0",,"103","67","90"
"USC00040343","ASH MOUNTAIN, CA US","1927-08-11",,,"0.00","0.0",,"99","70","89"
"USC00040343","ASH MOUNTAIN, CA US","1927-08-12",,,"0.00","0.0",,"91","60","75"
"USC00040343","ASH MOUNTAIN, CA US","1927-08-13",,,"0.00","0.0",,"88","59","77"
"USC00040343","ASH MOUNTAIN, CA US","1927-08-14",,,"0.00","0.0",,"89","58","80"
"USC00040343","ASH MOUNTAIN, CA US","1927-08-15",,,"0.00","0.0",,"94","61","82"
"USC00040343","ASH MOUNTAIN, CA US","1927-08-16",,,"0.00","0.0",,"97","72","85"
"USC00040343","ASH MOUNTAIN, CA US","1927-08-17",,,"0.00","0.0",,"97","66","86"
"USC00040343","ASH MOUNTAIN, CA US","1927-08-18",,,"0.00","0.0",,"97","71","88"
"USC00040343","ASH MOUNTAIN, CA US","1927-08-19",,,"0.00","0.0",,"96","68","87"
"USC00040343","ASH MOUNTAIN, CA US","1927-08-20",,,"0.00","0.0",,"98","68","89"
"USC00040343","ASH MOUNTAIN, CA US","1927-08-21",,,"0.00","0.0",,"99","70","83"
"USC00040343","ASH MOUNTAIN, CA US","1927-08-22",,,"0.00","0.0",,"98","69","83"
"USC00040343","ASH MOUNTAIN, CA US","1927-08-23",,,"0.00","0.0",,"89","57","81"
"USC00040343","ASH MOUNTAIN, CA US","1927-08-24",,,"0.00","0.0",,"91","61","77"
"USC00040343","ASH MOUNTAIN, CA US","1927-08-25",,,"0.00","0.0",,"91","64","84"
"USC00040343","ASH MOUNTAIN, CA US","1927-08-26",,,"0.00","0.0",,"94","66","79"
"USC00040343","ASH MOUNTAIN, CA US","1927-08-27",,,"0.00","0.0",,"92","64","78"
"USC00040343","ASH MOUNTAIN, CA US","1927-08-28",,,"0.00","0.0",,"86","61","71"
"USC00040343","ASH MOUNTAIN, CA US","1927-08-29",,,"0.00","0.0",,"84","56","71"
"USC00040343","ASH MOUNTAIN, CA US","1927-08-30",,,"0.00","0.0",,"86","61","71"
"USC00040343","ASH MOUNTAIN, CA US","1927-08-31",,,"0.00","0.0",,"90","58","77"
"USC00040343","ASH MOUNTAIN, CA US","1927-09-01",,,"0.00",,,"92","64","82"
"USC00040343","ASH MOUNTAIN, CA US","1927-09-02",,,"0.00",,,"94","67","76"
"USC00040343","ASH MOUNTAIN, CA US","1927-09-03",,,"0.00",,,"83","60","71"
"USC00040343","ASH MOUNTAIN, CA US","1927-09-04",,,"0.00",,,"85","56","72"
"USC00040343","ASH MOUNTAIN, CA US","1927-09-05",,,"0.00",,,"95","59","77"
"USC00040343","ASH MOUNTAIN, CA US","1927-09-06",,,"0.00",,,"82","62","71"
"USC00040343","ASH MOUNTAIN, CA US","1927-09-07",,,"0.00",,,"77","49","62"
"USC00040343","ASH MOUNTAIN, CA US","1927-09-08",,,"0.00",,,"80","51","61"
"USC00040343","ASH MOUNTAIN, CA US","1927-09-09",,,"0.00",,,"77","49","62"
"USC00040343","ASH MOUNTAIN, CA US","1927-09-10",,,"0.00",,,"80","52","65"
"USC00040343","ASH MOUNTAIN, CA US","1927-09-11",,,"0.00",,,"85","55","70"
"USC00040343","ASH MOUNTAIN, CA US","1927-09-12",,,"0.00",,,"79","55","70"
"USC00040343","ASH MOUNTAIN, CA US","1927-09-13",,,"0.00",,,"75","58","65"
"USC00040343","ASH MOUNTAIN, CA US","1927-09-14",,,"0.00",,,"76","53","64"
"USC00040343","ASH MOUNTAIN, CA US","1927-09-15",,,"0.00",,,"82","50","73"
"USC00040343","ASH MOUNTAIN, CA US","1927-09-16",,,"0.00",,,"82","58","66"
"USC00040343","ASH MOUNTAIN, CA US","1927-09-17",,,"0.00",,,"84","52","66"
"USC00040343","ASH MOUNTAIN, CA US","1927-09-18",,,"0.00",,,"88","58","75"
"USC00040343","ASH MOUNTAIN, CA US","1927-09-19",,,"0.00",,,"90","60","75"
"USC00040343","ASH MOUNTAIN, CA US","1927-09-20",,,"0.00",,,"93","62","73"
"USC00040343","ASH MOUNTAIN, CA US","1927-09-21",,,"0.00",,,"88","58","88"
"USC00040343","ASH MOUNTAIN, CA US","1927-09-22",,,"0.00",,,"88","57","71"
"USC00040343","ASH MOUNTAIN, CA US","1927-09-23",,,"0.00",,,"88","59","70"
"USC00040343","ASH MOUNTAIN, CA US","1927-09-24",,,"0.00",,,"77","53","61"
"USC00040343","ASH MOUNTAIN, CA US","1927-09-25",,,"0.00",,,"82","52","68"
"USC00040343","ASH MOUNTAIN, CA US","1927-09-26",,,"0.00",,,"88","56","72"
"USC00040343","ASH MOUNTAIN, CA US","1927-09-27",,,"0.00",,,"89","61","74"
"USC00040343","ASH MOUNTAIN, CA US","1927-09-28",,,"0.00",,,"82","55","71"
"USC00040343","ASH MOUNTAIN, CA US","1927-09-29",,,"0.00",,,"79","56","67"
"USC00040343","ASH MOUNTAIN, CA US","1927-09-30",,,"0.00",,,"75","49","62"
"USC00040343","ASH MOUNTAIN, CA US","1927-10-01",,,"0.00","0.0",,"80","48","66"
"USC00040343","ASH MOUNTAIN, CA US","1927-10-02",,,"0.00","0.0",,"82","53","67"
"USC00040343","ASH MOUNTAIN, CA US","1927-10-03",,,"0.00","0.0",,"85","54","71"
"USC00040343","ASH MOUNTAIN, CA US","1927-10-04",,,"0.00","0.0",,"72","51","68"
"USC00040343","ASH MOUNTAIN, CA US","1927-10-05",,,"0.00","0.0",,"71","47","58"
"USC00040343","ASH MOUNTAIN, CA US","1927-10-06",,,"0.00","0.0",,"74","46","61"
"USC00040343","ASH MOUNTAIN, CA US","1927-10-07",,,"0.00","0.0",,"79","45","65"
"USC00040343","ASH MOUNTAIN, CA US","1927-10-08",,,"0.00","0.0",,"82","51","66"
"USC00040343","ASH MOUNTAIN, CA US","1927-10-09",,,"0.00","0.0",,"79","56","68"
"USC00040343","ASH MOUNTAIN, CA US","1927-10-10",,,"0.00","0.0",,"79","56","70"
"USC00040343","ASH MOUNTAIN, CA US","1927-10-11",,,"0.00","0.0",,"85","54","65"
"USC00040343","ASH MOUNTAIN, CA US","1927-10-12",,,"0.00","0.0",,"92","56","73"
"USC00040343","ASH MOUNTAIN, CA US","1927-10-13",,,"0.00","0.0",,"92","59","74"
"USC00040343","ASH MOUNTAIN, CA US","1927-10-14",,,"0.00","0.0",,"91","61","72"
"USC00040343","ASH MOUNTAIN, CA US","1927-10-15",,,"0.00","0.0",,"91","51","72"
"USC00040343","ASH MOUNTAIN, CA US","1927-10-16",,,"0.00","0.0",,"95","57","75"
"USC00040343","ASH MOUNTAIN, CA US","1927-10-17",,,"0.00","0.0",,"76","50","63"
"USC00040343","ASH MOUNTAIN, CA US","1927-10-18",,,"0.00","0.0",,"84","50","67"
